show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s179,Movie,Show 179,Show 179,,,"Actor A, Actor B, Actor C",Canada,18-11-2021,2007,PG,151 min,151,,Horror,Sample description of the show
s180,TV Show,Show 180,Show 180,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,08-04-2022,1994,PG,3 Seasons,,3,Drama,Sample description of the show
s181,Movie,Show 181,Show 181,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,21-02-2021,2015,TV-MA,83 min,83,,Horror,Sample description of the show
s182,Movie,Show 182,Show 182,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,18-11-2016,2020,PG,163 min,163,,Drama,Sample description of the show
s183,Movie,Show 183,Show 183,,,"Actor A, Actor B, Actor C",United States,27-04-2015,1990,TV-PG,134 min,134,,Horror,Sample description of the show
s184,Movie,Show 184,Show 184,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,25-11-2019,1995,G,2 Seasons,,2,Romance,Sample description of the show
s185,TV Show,Show 185,Show 185,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,28-04-2016,2011,TV-MA,152 min,152,,Romance,Sample description of the show
s186,TV Show,Show 186,Show 186,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,17-07-2015,1994,PG-13,4 Seasons,,4,Action,Sample description of the show
s187,Movie,Show 187,Show 187,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,20-12-2022,2012,TV-MA,5 Seasons,,5,Action,Sample description of the show
s188,TV Show,Show 188,Show 188,John Smith,John Smith,,United States,,1999,G,1 Seasons,,1,Documentary,Sample description of the show
s189,TV Show,Show 189,Show 189,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,08-02-2019,2003,TV-14,4 Seasons,,4,Drama,Sample description of the show
s190,Movie,Show 190,Show 190,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,22-02-2021,1982,TV-MA,97 min,97,,Action,Sample description of the show
s191,TV Show,Show 191,Show 191,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,25-08-2015,1993,R,121 min,121,,Horror,Sample description of the show
s192,Movie,Show 192,Show 192,,,"Actor A, Actor B, Actor C",United Kingdom,25-09-2018,2010,PG,7 Seasons,,7,Romance,Sample description of the show
s193,Movie,Show 193,Show 193,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,03-06-2016,1987,,1 Seasons,,1,Comedy,Sample description of the show
s194,TV Show,Show 194,Show 194,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,21-08-2015,1982,TV-MA,145 min,145,,Action,Sample description of the show
s195,TV Show,Show 195,Show 195,,,"Actor A, Actor B, Actor C",,10-09-2017,2017,R,141 min,141,,Documentary,Sample description of the show
s196,TV Show,Show 196,Show 196,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,07-05-2015,1981,G,8 Seasons,,8,Action,Sample description of the show
s197,TV Show,Show 197,Show 197,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,24-04-2022,2006,TV-14,80 min,80,,Drama,Sample description of the show
s198,Movie,Show 198,Show 198,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,08-11-2016,2006,TV-MA,8 Seasons,,8,Action,Sample description of the show
s199,Movie,Show 199,Show 199,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,21-07-2020,2007,,7 Seasons,,7,Romance,Sample description of the show
s200,Movie,Show 200,Show 200,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,17-08-2021,1986,PG,106 min,106,,Drama,Sample description of the show
s201,Movie,Show 201,Show 201,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,17-03-2022,1987,R,82 min,82,,Documentary,Sample description of the show
s202,Movie,Show 202,Show 202,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,20-06-2021,1984,PG,124 min,124,,Action,Sample description of the show
s203,Movie,Show 203,Show 203,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,30-10-2020,2007,G,6 Seasons,,6,Drama,Sample description of the show
s204,Movie,Show 204,Show 204,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,23-02-2019,1987,TV-14,150 min,150,,Horror,Sample description of the show
s205,Movie,Show 205,Show 205,Raj Malhotra,Raj Malhotra,,South Korea,29-02-2016,1996,TV-PG,121 min,121,,Horror,Sample description of the show
s206,TV Show,Show 206,Show 206,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,21-01-2016,1998,G,6 Seasons,,6,Thriller,Sample description of the show
s207,TV Show,Show 207,Show 207,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,03-02-2019,1991,TV-14,82 min,82,,Documentary,Sample description of the show
s208,Movie,Show 208,Show 208,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,,1982,TV-MA,157 min,157,,Drama,Sample description of the show
s209,TV Show,Show 209,Show 209,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,27-09-2019,2019,R,121 min,121,,Thriller,Sample description of the show
s210,TV Show,Show 210,Show 210,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,11-11-2022,1997,PG,117 min,117,,Thriller,Sample description of the show
s211,TV Show,Show 211,Show 211,John Smith,John Smith,"Actor A, Actor B, Actor C",India,19-03-2015,1984,R,105 min,105,,Action,Sample description of the show
s212,TV Show,Show 212,Show 212,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,19-12-2021,2020,G,154 min,154,,Horror,Sample description of the show
s213,Movie,Show 213,Show 213,John Smith,John Smith,"Actor A, Actor B, Actor C",,20-01-2018,2004,PG,93 min,93,,Documentary,Sample description of the show
s214,TV Show,Show 214,Show 214,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,03-08-2022,2022,,111 min,111,,Action,Sample description of the show
s215,Movie,Show 215,Show 215,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,09-11-2015,2006,TV-PG,164 min,164,,Horror,Sample description of the show
s216,Movie,Show 216,Show 216,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,27-05-2019,2015,G,140 min,140,,Thriller,Sample description of the show
s217,TV Show,Show 217,Show 217,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,26-02-2023,2015,PG,109 min,109,,Documentary,Sample description of the show
s218,Movie,SHOW 218,Show 218,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,07-01-2015,2023,PG-13,102 min,102,,Documentary,Sample description of the show
s219,Movie,Show 219,Show 219,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,20-02-2022,1996,PG-13,2 Seasons,,2,Thriller,Sample description of the show
s220,Movie,Show 220,Show 220,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,17-07-2019,2000,,145 min,145,,Thriller,Sample description of the show
s221,TV Show,Show 221,Show 221,,,"Actor A, Actor B, Actor C",,22-05-2017,2007,PG-13,167 min,167,,Comedy,Sample description of the show
s222,Movie,Show 222,Show 222,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,25-09-2021,2010,PG-13,87 min,87,,Action,Sample description of the show
s223,TV Show,Show 223,Show 223,,,"Actor A, Actor B, Actor C",Canada,20-03-2021,1984,PG,3 Seasons,,3,Romance,Sample description of the show
s224,TV Show,Show 224,Show 224,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,14-11-2018,2016,PG,87 min,87,,Romance,Sample description of the show
s225,TV Show,Show 225,Show 225,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,,2015,G,129 min,129,,Documentary,Sample description of the show
s226,TV Show,Show 226,Show 226,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,09-11-2016,1999,G,94 min,94,,Romance,Sample description of the show
s227,TV Show,Show 227,Show 227,,,,Japan,20-12-2021,2009,TV-14,94 min,94,,Horror,Sample description of the show
s228,TV Show,Show 228,Show 228,,,"Actor A, Actor B, Actor C",Canada,01-04-2021,1995,,124 min,124,,Drama,Sample description of the show
s229,TV Show,Show 229,Show 229,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,15-02-2018,2001,TV-14,122 min,122,,Drama,Sample description of the show
s230,TV Show,Show 230,Show 230,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,14-12-2021,1987,PG,168 min,168,,Horror,Sample description of the show
s231,Movie,Show 231,Show 231,,,"Actor A, Actor B, Actor C",Japan,05-07-2021,1999,TV-PG,80 min,80,,Thriller,Sample description of the show
s232,TV Show,Show 232,Show 232,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,18-01-2020,2004,PG-13,84 min,84,,Thriller,Sample description of the show
s233,Movie,Show 233,Show 233,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,23-12-2017,1996,TV-14,2 Seasons,,2,Romance,Sample description of the show
s234,Movie,Show 234,Show 234,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,01-12-2016,1995,R,156 min,156,,Romance,Sample description of the show
s235,TV Show,Show 235,Show 235,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,14-09-2020,2005,PG,86 min,86,,Horror,Sample description of the show
s236,Movie,Show 236,Show 236,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,14-01-2021,2023,PG-13,120 min,120,,Horror,Sample description of the show
s237,Movie,Show 237,Show 237,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,30-07-2020,2007,PG-13,139 min,139,,Horror,Sample description of the show
s238,Movie,Show 238,Show 238,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,21-01-2016,1990,TV-MA,127 min,127,,Horror,Sample description of the show
s239,TV Show,Show 239,Show 239,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,,1984,,4 Seasons,,4,Action,Sample description of the show
s240,Movie,Show 240,Show 240,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,16-07-2020,1992,PG-13,113 min,113,,Drama,Sample description of the show
s241,Movie,Show 241,Show 241,  Steven   Spielberg  ,Steven Spielberg,,Japan,10-12-2016,2018,,160 min,160,,Action,Sample description of the show
s242,Movie,Show 242,Show 242,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,15-10-2019,2011,R,106 min,106,,Drama,Sample description of the show
s243,TV Show,Show 243,Show 243,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,15-01-2020,2010,TV-MA,178 min,178,,Documentary,Sample description of the show
s244,Movie,Show 244,Show 244,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,20-07-2020,1984,TV-PG,111 min,111,,Thriller,Sample description of the show
s245,Movie,Show 245,Show 245,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,13-08-2021,2019,TV-MA,2 Seasons,,2,Comedy,Sample description of the show
s246,TV Show,Show 246,Show 246,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,17-04-2015,2004,PG,107 min,107,,Comedy,Sample description of the show
s247,Movie,Show 247,Show 247,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,23-01-2019,1995,TV-MA,135 min,135,,Drama,Sample description of the show
s248,Movie,Show 248,Show 248,,,"Actor A, Actor B, Actor C",,22-08-2020,1999,PG-13,6 Seasons,,6,Action,Sample description of the show
s249,TV Show,Show 249,Show 249,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,24-09-2015,2002,TV-PG,1 Seasons,,1,Drama,Sample description of the show
s250,TV Show,Show 250,Show 250,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,07-08-2020,2022,TV-PG,98 min,98,,Action,Sample description of the show
s251,TV Show,Show 251,Show 251,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,05-11-2022,1994,G,150 min,150,,Documentary,Sample description of the show
s252,Movie,Show 252,Show 252,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,01-05-2018,2010,,143 min,143,,Documentary,Sample description of the show
s253,Movie,SHOW 253,Show 253,John Smith,John Smith,"Actor A, Actor B, Actor C",India,26-02-2017,1992,R,2 Seasons,,2,Thriller,Sample description of the show
s254,TV Show,Show 254,Show 254,John Smith,John Smith,"Actor A, Actor B, Actor C",,05-03-2017,2017,TV-PG,97 min,97,,Romance,Sample description of the show
s255,TV Show,Show 255,Show 255,,,"Actor A, Actor B, Actor C",United Kingdom,19-11-2019,1985,TV-14,147 min,147,,Thriller,Sample description of the show
s256,TV Show,Show 256,Show 256,  Steven   Spielberg  ,Steven Spielberg,,United States,11-07-2015,2010,TV-14,5 Seasons,,5,Thriller,Sample description of the show
s257,TV Show,Show 257,Show 257,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,20-02-2016,2004,PG-13,127 min,127,,Thriller,Sample description of the show
s258,Movie,Show 258,Show 258,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,08-09-2021,2011,TV-PG,173 min,173,,Romance,Sample description of the show
s259,Movie,Show 259,Show 259,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,15-01-2015,1989,PG,5 Seasons,,5,Drama,Sample description of the show
s260,Movie,Show 260,Show 260,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,18-04-2015,1995,PG-13,166 min,166,,Thriller,Sample description of the show
s261,TV Show,Show 261,Show 261,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,05-10-2015,1993,TV-PG,92 min,92,,Documentary,Sample description of the show
s262,Movie,Show 262,Show 262,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,07-10-2017,2019,TV-PG,5 Seasons,,5,Comedy,Sample description of the show
s263,Movie,Show 263,Show 263,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,07-01-2019,2013,TV-MA,178 min,178,,Thriller,Sample description of the show
s264,TV Show,Show 264,Show 264,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,05-11-2015,2005,PG,138 min,138,,Comedy,Sample description of the show
s265,Movie,Show 265,Show 265,,,,United States,23-05-2020,2013,TV-PG,87 min,87,,Comedy,Sample description of the show
s266,TV Show,Show 266,Show 266,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,08-09-2017,2018,TV-14,1 Seasons,,1,Thriller,Sample description of the show
s267,Movie,Show 267,Show 267,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,17-11-2021,2007,PG-13,118 min,118,,Drama,Sample description of the show
s268,Movie,Show 268,Show 268,John Smith,John Smith,,,30-01-2023,2009,,127 min,127,,Action,Sample description of the show
s269,TV Show,Show 269,Show 269,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,05-07-2015,1990,R,91 min,91,,Action,Sample description of the show
s270,TV Show,Show 270,Show 270,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,04-03-2017,2006,TV-MA,165 min,165,,Drama,Sample description of the show
s271,Movie,Show 271,Show 271,  Steven   Spielberg  ,Steven Spielberg,,India,01-03-2019,1984,TV-MA,129 min,129,,Thriller,Sample description of the show
s272,TV Show,Show 272,Show 272,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,18-11-2022,2022,PG,6 Seasons,,6,Romance,Sample description of the show
s273,Movie,Show 273,Show 273,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,08-07-2018,1985,R,112 min,112,,Romance,Sample description of the show
s274,TV Show,Show 274,Show 274,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,26-10-2017,1981,TV-MA,4 Seasons,,4,Horror,Sample description of the show
s275,TV Show,Show 275,Show 275,,,"Actor A, Actor B, Actor C",United Kingdom,29-10-2019,2015,TV-PG,90 min,90,,Comedy,Sample description of the show
s276,TV Show,Show 276,Show 276,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,09-03-2018,1984,PG-13,113 min,113,,Drama,Sample description of the show
s277,TV Show,Show 277,Show 277,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,20-02-2015,2002,TV-MA,161 min,161,,Drama,Sample description of the show
s278,TV Show,Show 278,Show 278,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,19-02-2022,2003,TV-PG,162 min,162,,Thriller,Sample description of the show
s279,TV Show,Show 279,Show 279,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,04-11-2015,2002,TV-PG,122 min,122,,Horror,Sample description of the show
s280,TV Show,Show 280,Show 280,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,11-01-2020,2003,,1 Seasons,,1,Romance,Sample description of the show
s281,Movie,Show 281,Show 281,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,28-11-2020,2003,PG,139 min,139,,Drama,Sample description of the show
s282,Movie,Show 282,Show 282,John Smith,John Smith,"Actor A, Actor B, Actor C",,20-02-2020,2003,PG,130 min,130,,Thriller,Sample description of the show
s283,TV Show,Show 283,Show 283,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,07-01-2021,1987,TV-14,177 min,177,,Action,Sample description of the show
s284,Movie,Show 284,Show 284,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,02-08-2015,1995,TV-PG,7 Seasons,,7,Romance,Sample description of the show
s285,TV Show,Show 285,Show 285,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,09-07-2022,1987,G,109 min,109,,Thriller,Sample description of the show
s286,Movie,Show 286,Show 286,,,"Actor A, Actor B, Actor C",United Kingdom,13-10-2016,1997,PG-13,109 min,109,,Action,Sample description of the show
s287,TV Show,Show 287,Show 287,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,06-03-2020,2001,PG,1 Seasons,,1,Comedy,Sample description of the show
s288,TV Show,Show 288,Show 288,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,16-07-2015,1982,R,7 Seasons,,7,Drama,Sample description of the show
s289,Movie,Show 289,Show 289,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,25-10-2020,2015,R,106 min,106,,Romance,Sample description of the show
s290,Movie,Show 290,Show 290,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,08-12-2022,2002,TV-MA,5 Seasons,,5,Drama,Sample description of the show
s291,Movie,Show 291,Show 291,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,31-07-2017,1992,R,132 min,132,,Romance,Sample description of the show
s292,TV Show,Show 292,Show 292,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,,2003,TV-14,153 min,153,,Documentary,Sample description of the show
s293,TV Show,Show 293,Show 293,,,"Actor A, Actor B, Actor C",Japan,31-03-2022,2003,R,8 Seasons,,8,Action,Sample description of the show
s294,TV Show,Show 294,Show 294,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,30-09-2021,2021,PG,4 Seasons,,4,Drama,Sample description of the show
